Price,city,History,Millage,Ratings,Make,Model,Transmission,Age
5015000.0,Lagos,foreign,48801.0,4.800000190734863,Toyota,4-Runner,Automatic,15.0
5015000.0,Lagos,foreign,56519.0,4.800000190734863,Toyota,4-Runner,Automatic,15.0
5315000.0,Lagos,foreign,61997.0,4.800000190734863,Toyota,4-Runner,Automatic,14.0
4215000.0,Lagos,foreign,76686.0,4.800000190734863,Toyota,4-Runner,Automatic,16.0
3515000.0,Lagos,foreign,70782.0,5.0,Toyota,RAV 4,Automatic,14.0
6215000.0,Lagos,foreign,76130.0,4.900000095367432,Toyota,Tacoma,Automatic,15.0
3215000.0,Lagos,foreign,311904.0,4.900000095367432,Ford,Explorer,Automatic,16.0
2745000.0,Lagos,foreign,95716.0,4.900000095367432,Lexus,ES 330,Automatic,15.0
2430000.0,Lagos,foreign,131979.0,4.900000095367432,Honda,Accord,Automatic,14.0
4015000.0,Kaduna,foreign,54258.0,4.900000095367432,Toyota,Corolla,Automatic,9.0
5515000.0,Kaduna,foreign,78157.0,5.0,Lexus,GX 470,Automatic,17.0
5015000.0,Abuja,foreign,171823.0,4.900000095367432,Toyota,Hiace,Automatic,11.0
11015000.0,Lagos,foreign,56062.0,5.0,Lexus,RX 350,Automatic,6.0
13015000.0,Abuja,foreign,50508.0,5.0,Mercedes-Benz,E 350,Automatic,7.0
9015000.0,Abuja,foreign,11213.0,5.0,Honda,CR-V,Automatic,6.0
5790000.0,Lagos,foreign,90235.0,4.900000095367432,Toyota,Highlander,Automatic,13.0
2955000.0,Lagos,local,247052.0,4.699999809265137,Toyota,Sienna,Automatic,10.0
6015000.0,Abuja,foreign,100399.0,5.0,Kia,Sportage,Automatic,10.0
3515000.0,Lagos,foreign,106548.0,4.900000095367432,Toyota,Camry,Automatic,14.0
4815000.0,Lagos,foreign,81361.0,4.900000095367432,Toyota,Tacoma,Automatic,13.0
8665000.0,Lagos,foreign,130355.0,4.800000190734863,Mercedes-Benz,GLK 350,Automatic,9.0
7015000.0,Lagos,foreign,92835.0,4.900000095367432,Toyota,Sienna,Automatic,10.0
7015000.0,Lagos,foreign,96825.0,4.699999809265137,Toyota,Sienna,Automatic,8.0
3015000.0,Lagos,foreign,162965.0,4.699999809265137,Lexus,ES 330,Automatic,15.0
4425000.0,Lagos,foreign,204360.0,4.900000095367432,Toyota,4-Runner,Automatic,14.0
2365000.0,Lagos,local,158623.0,4.199999809265137,Toyota,RAV 4,Automatic,14.0
2515000.0,Lagos,foreign,206394.0,4.699999809265137,Toyota,Matrix,Automatic,13.0
2415000.0,Lagos,foreign,149141.0,4.800000190734863,Ford,Fusion,Automatic,13.0
5680000.0,Lagos,foreign,202848.0,4.900000095367432,Mercedes-Benz,ML 350,Automatic,13.0
1115000.0,Lagos,local,205482.0,4.599999904632568,Acura,MDX,Automatic,17.0
6515000.0,Lagos,foreign,50144.0,5.0,Nissan,Versa,Automatic,7.0
5790000.0,Lagos,foreign,143960.0,4.800000190734863,Hyundai,Tucson,Automatic,8.0
1915000.0,Lagos,foreign,170417.0,4.199999809265137,Volkswagen,Jetta,Automatic,12.0
3900000.0,Lagos,foreign,152361.0,4.800000190734863,Mercedes-Benz,R 350,Automatic,14.0
8715000.0,Lagos,foreign,68483.0,5.0,Toyota,Highlander,Automatic,9.0
3270000.0,Lagos,foreign,84080.0,4.800000190734863,Lexus,ES 330,Automatic,15.0
7015000.0,Lagos,foreign,56240.0,5.0,Toyota,Corolla,Automatic,6.0
5680000.0,Lagos,foreign,121913.0,4.800000190734863,Toyota,Camry,Automatic,9.0
7215000.0,Lagos,foreign,47933.0,5.0,Toyota,Corolla,Automatic,6.0
2215000.0,Lagos,foreign,101871.0,4.699999809265137,Toyota,Corolla,Automatic,16.0
2465000.0,Lagos,foreign,162881.0,4.699999809265137,Toyota,Camry,Automatic,16.0
9585000.0,Lagos,foreign,69760.0,4.699999809265137,Toyota,Highlander,Automatic,8.0
12375000.0,Lagos,foreign,233460.0,4.900000095367432,Toyota,Sequoia,Automatic,11.0
2220000.0,Lagos,foreign,114287.0,4.699999809265137,Toyota,Camry,Automatic,17.0
5680000.0,Lagos,foreign,150083.0,4.800000190734863,Toyota,Camry,Automatic,9.0
11015000.0,Lagos,foreign,79037.0,4.800000190734863,Lexus,RX 350,Automatic,8.0
4815000.0,Lagos,foreign,111157.0,4.800000190734863,Volkswagen,Passat,Automatic,11.0
5865000.0,Lagos,foreign,81106.0,4.900000095367432,Lexus,RX 350,Automatic,12.0
4015000.0,Lagos,foreign,115070.0,4.5,Lexus,ES 350,Automatic,13.0
2955000.0,Lagos,foreign,0.0,4.699999809265137,Toyota,Sienna,Automatic,13.0
7019000.0,Lagos,foreign,149094.0,4.699999809265137,Toyota,Highlander,Automatic,10.0
1815000.0,Lagos,foreign,82465.0,4.900000095367432,Volkswagen,Jetta,Automatic,15.0
5515000.0,Lagos,foreign,42554.0,5.0,Toyota,Avalon,Automatic,8.0
15015000.0,Lagos,local,16707.0,4.800000190734863,Toyota,Hilux,Automatic,6.0
14015000.0,Lagos,local,15381.0,4.699999809265137,Toyota,Hilux,Automatic,6.0
9015000.0,Lagos,foreign,86895.0,5.0,Lexus,RX 350,Automatic,11.0
4315000.0,Lagos,foreign,85854.0,4.800000190734863,Toyota,RAV 4,Automatic,12.0
8315000.0,Lagos,foreign,165265.0,4.800000190734863,Toyota,Highlander,Automatic,8.0
